,Unnamed: 0,tokens,full_name,dof,year,month,date,hour,sentiment,text,h_score,label,emoji
572,572,"['were', 'the', 'true', 'the', 'true', 'devil', 'the', 'one', 'that', 'reliant', 'other', 'half', 'assist', 'throne', 'but', 'the', 'false', 'devil', 'lust', 'has', 'pussy', 'whipped', 'the', 'world', 'with', 'his', 'slut', 'posse', 'who', 'have', 'infiltrated', 'parliaments', 'judiciaries', 'amp', 'law', 'enforcement', 'globally']","Melbourne, Victoria",3,2022,2,10,0,0.0,"https://t.co/JKkPHzkQDU
We were the true 9's. I am the true Devil. The one that is reliant on my other half to assist me on my throne but the false devil of lust has pussy whipped the world with his slut posse who have infiltrated parliaments, judiciaries&amp;law enforcement globally https://t.co/nsoawkhCSb",5.661818181818183,achievement,💯
576,576,"['which', 'school', 'was', 'this', 'one', 'understand', 'health', 'contacting', 'lots', 'people', 'directly', 'and', 'are', 'only', 'listing', 'public', 'sites', 'where', 'they', 'think', 'there', 'need', 'but', 'would', 'have', 'thought', 'seeing', 'more', 'supermarkets', 'and', 'cafes', 'least']","Perth, Western Australia",3,2022,2,10,0,0.0,@accesscontrol_8 Which school was this one? I understand Health is contacting lots of people directly and are only listing public sites where they think there’s a need to - but I would have thought we’d be seeing more supermarkets and cafes at least 🤔,5.566315789473684,achievement,💯
577,577,"['and', 'not', 'the', 'kind', 'place', 'where', 'accurate', 'check', 'ins', 'are', 'guaranteed', 'like', 'restaurants', 'pubs', 'hairdressers', 'taking', 'walk', 'ins', 'movies', 'etc', 'etc']","Perth, Western Australia",3,2022,2,10,11,0.1481481481481481,"@phil_honey @TomMarlow_ @MitchellTurner8 (and not be the kind of place where accurate check ins are guaranteed, like restaurants, pubs, hairdressers taking walk ins, movies etc etc)",5.774545454545454,achievement,💯
578,578,"['just', 'posted', 'photo', 'photographer']","Cairns, Queensland",3,2022,2,10,0,0.0,Just posted a photo @ Bruno Domingues Photographer https://t.co/rdNGLsePgl,5.52,achievement,💯
581,581,"['love', 'this']","Sydney, New South Wales",3,2022,2,10,0,0.75,@AnyFeelings1 Love this ❤️,5.92,achievement,💯
582,582,"['what', 'the', 'percentage', 'reduction', 'total', 'sugar', 'consumption', 'following', 'this', 'policy', 'the', 'and', 'what', 'health', 'and', 'economic', 'benefits', 'can', 'currently', 'seen', 'result']","Victoria, Australia",3,2022,2,10,0,0.064516129032258,@AProfLaurenBall @ama_media What's the percentage in reduction of total sugar consumption following this policy in the UK and what health and economic benefits can currently be seen as a result?,5.571428571428571,achievement,💯
584,584,['brutha'],"Perth, Western Australia",3,2022,2,10,9,0.0,@MattOB_1 @TheCrobots @EbisusBay @SkeleBoyNFT @CojacNFT @DegenLordy @diepyrilisdie @ItsMattSkajem @MattOB_1 ma brutha https://t.co/J6HqxcEho2,5.52,affection,💕
588,588,"['just', 'posted', 'photo', 'bruno', 'domingues', 'photographer']","Cairns, Queensland",3,2022,2,10,0,0.0,Just posted a photo @ Bruno Domingues Photographer https://t.co/mGD8iV7G9T,5.62,achievement,💯
589,589,"['poll', 'preferred', 'the', 'two', 'major', 'parties']","Perth, Western Australia",3,2022,2,10,0,0.0,"[POLL] Preferred PM of the two major parties?

#AusPol2022 #Auspol #wapol #nswpol #vicpol #qldpol #sapol #NTpol #Taspol #Australia",5.92,achievement,💯
592,592,"['just', 'posted', 'photo', 'aranda']","Canberra, Australian Capital Territory",3,2022,2,10,0,0.0,Just posted a photo @ Aranda https://t.co/ESw8TG3zRz,5.52,achievement,💯
593,593,"['library', 'contacted', 'today', 'with', 'interest', 'purchasing', 'big', 'ticket', 'sketch', 'zine', 'speechless', 'ive', 'been', 'alittle', 'panicky', 'about', 'wont', 'lie']","Christchurch City, New Zealand",3,2022,2,10,0,0.074074074074074,Oh! A library contacted me today with an interest in purchasing my big ticket sketch zine. Im speechless. Ive been alittle panicky about it i wont lie,5.6000000000000005,achievement,💯
594,594,"['not', 'bad', 'montana', 'either']","Sydney, New South Wales",3,2022,2,10,0,0.3,@NatashaCL7 Not bad in Montana either https://t.co/dtK4o7sGm7,5.92,achievement,💯
596,596,"['just', 'posted', 'photo', 'mount', 'tabletop']","Rangeville, Toowoomba",3,2022,2,10,0,0.0,Just posted a photo @ Mount Tabletop https://t.co/qTgGbmmric,5.52,achievement,💯
597,597,"['this', 'little', 'gspotdandenongdotcom']","Melbourne, Victoria",3,2022,2,10,0,0.0,"This little ...

@gspotdandenong 
@gspotdandenongdotcom
@piggies
@hoods https://t.co/k2VnFnfRX3",5.92,achievement,💯
598,598,"['just', 'finished', 'watching', 'the', 'series', 'and', 'loved', 'noone', 'could', 'have', 'played', 'better', 'gallowglass']","Perth, Western Australia",3,2022,2,10,15,0.2941176470588235,@MrStevenCree Just finished watching the series and I loved it!!! Noone could have played a better Gallowglass.,5.6000000000000005,achievement,💯
599,599,"['excitement', 'for', 'the', 'possibilities', 'esquireperth', '0893252011', 'sandy', 'annabelle', 'lara', 'olivia', 'mandy', 'april', 'lucie', 'christina', 'tayla', 'amelia', 'alyce', 'featured', 'erin', 'sierra', 'willow', 'ashley', 'and', 'sur', 'lsoeesbjo8']","Perth, Western Australia",3,2022,2,10,0,0.1071428571428571,"Excitement for the possibilities 👩‍🦳👩🏽‍🦱👱‍♀️👩‍🦰👩🏾‍🦳👩🏾‍🦰@EsquirePerth ☎️0893252011
Sandy
Annabelle
Lara
Olivia
Mandy
April 
Lucie
Christina
Tayla 
Amelia 
Alyce🔥Featured🔥
Erin 
Sierra 
Willow 
Ashley 
And Surprises 👩‍🦱👱🏾‍♀️ https://t.co/lSoEesBjo8",5.5680000000000005,achievement,💯
601,601,['stunning'],"Sydney, New South Wales",3,2022,2,10,8,1.0,@marcel_travels @carsonmarkspix Stunning!,5.72,affection,💕
604,604,"['are', 'the', 'police', 'going', 'interview']","Melbourne, Victoria",3,2022,2,10,0,0.0,@AusFedPolice @ReeceKershawAPM @ABarrMLA @CBRProgressives @GreensACT @actlawsociety @NSWBar @ICAN_NSW @nswpolice @LiberalNSW @LiberalAus @SenatorCash @lindareynoldswa @Anne_Ruston @MarisePayne @SenSHenderson @MathiasCormann @SenScottRyan Are the police 👮‍♀️ going to interview https://t.co/1hmV6fDJCS,5.92,achievement,💯
606,606,"['can', 'anyone', 'provide', 'good', 'excuse', 'why', 'tim', 'wilson', 'didn', 'join', 'his', 'colleagues', 'crossing', 'the', 'floor', 'relation', 'the', 'discrimination', 'bill', 'isnt', 'wasn', 'human', 'rightslgbt', 'advocate', 'personal', 'ambition', 'climb', 'the', 'lnp', 'ladder', 'got', 'the', 'way', 'did', 'pathetic', 'hypocrit']","Perth, Western Australia",3,2022,2,10,0,0.0204081632653061,"Can anyone provide a good excuse as to why Tim Wilson didn't join his 5 colleagues crossing the floor,in relation to the Discrimination Bill?

Isnt he  or wasn't he a Human RightsLGBT advocate?

Personal ambition to climb the LNP ladder got in the way did it?

Pathetic hypocrit!!",5.67142857142857,achievement,💯
610,610,"['nah', 'pizzas', 'are', 'here']","Sydney, New South Wales",3,2022,2,10,1,0.0,"@PSyvret @JonesHowdareyou @sara_carrion_ Nah ""Pizzas are here""!",5.92,exercise,🏋️
621,621,"['just', 'posted', 'photo', 'cairns', 'queensland', 'australia']","Cairns, Queensland",3,2022,2,10,0,0.0,"Just posted a photo @ Cairns, Queensland, Australia https://t.co/dSKPSi3Duw",5.68,achievement,💯
622,622,"['have', 'questions', 'about', 'toilets', 'and', 'periods']","Sydney, New South Wales",3,2022,2,10,6,0.0,@Returnpuff I have questions about toilets and periods,5.760000000000001,achievement,💯
624,624,"['guess', 'the', 'shuttle', 'bus', 'driver', 'likes', 'brag']","Melbourne, Victoria",3,2022,2,10,0,0.1538461538461538,"I guess the shuttle bus driver 
Likes to Brag https://t.co/B9PU42dHhz",5.68,achievement,💯
625,625,"['think', 'nipple', 'got', 'caught', 'situationship', 'can', 'help']","Sydney, New South Wales",3,2022,2,10,0,0.0952380952380952,I think my nipple got caught in a situationship 👀can u help me? 😥#omg #nipslip #ohno https://t.co/U203OQjgvW,5.805714285714286,achievement,💯
632,632,"['lucky', 'chain', 'caught', 'nipple', 'its', 'grip']","Sydney, New South Wales",3,2022,2,10,5,0.2727272727272727,@Divana69 @artprovocative Lucky chain caught my nipple in its grip 😢🤪😂🤟🏻,5.6000000000000005,achievement,💯
633,633,['mariemur'],"Sydney, New South Wales",3,2022,2,10,6,0.0,@rileymacdonaldx @artprovocative Mariemur:),5.72,achievement,💯
637,637,"['playa', 'era', 'espacio', 'favorito', 'para', 'contemplar', 'luna', 'esa', 'noche', 'volvi', 'loco', 'emoci', 'verla', 'tan', 'radiante', 'dej', 'billete', '100', 'mes', 'mesera']","Melbourne, Victoria",3,2022,2,10,5,0.0,"@LucyPN La PLAYA era su ESPACIO favorito para contemplar la LUNA. Esa noche se volvió LOCO de emoción al verla tan radiante, y le dejó un BILLETE de 100$ en el MESÓN a la mesera. 😁👣🦋💜",5.69,achievement,💯
638,638,['cute'],"Sydney, New South Wales",3,2022,2,10,0,0.0,Cute❤💕 https://t.co/4tSDnLwOcf,5.52,achievement,💯
645,645,"['what', 'are', 'their', 'names', 'the', 'one', 'the', 'left', 'older', 'king', 'queen']","Castlemaine, Victoria",3,2022,2,10,6,0.0,@pittworldwide What are their names? The one on the left is an older king/queen?,5.786666666666666,achievement,💯
646,646,"['knew', 'willow', 'had', 'queen', 'willow', 'and', 'cooper']","Castlemaine, Victoria",3,2022,2,10,6,0.0,@pittworldwide I KNEW Willow had to be a Queen! Willow and Cooper. ❤️,5.786666666666666,achievement,💯
655,655,"['amir', 'bhai', 'tuba', 'bhabhi', 'alag', 'mat', 'hone', 'dena', 'sulah', 'raasta', 'nikaalo']","Unayzah, Kingdom of Saudi Arabia",3,2022,2,10,0,0.0,@AamirLiaquat Amir bhai tuba bhabhi ko alag mat hone Dena. Sulah ka raasta nikaalo,5.786666666666666,achievement,💯
656,656,['did'],"Melbourne, Victoria",3,2022,2,10,0,0.0,5 did https://t.co/g6E6FDl4eJ,5.92,achievement,💯
659,659,"['just', 'posted', 'photo']","Coraki, New South Wales",3,2022,2,10,0,0.0,Just posted a photo @ Northern NSW https://t.co/onuvDyo6Rg,5.52,achievement,💯
663,663,"['drills', 'for', 'pivots', 'home', 'ceocx', 'jceo', '1qg', 'civns2vuv', 'desporte', 'futs', 'cqaaagdhwp', 'wkca8drt7n']","Melbourne, Victoria",3,2022,2,10,0,0.0638297872340425,"🎥 2x DRILLS FOR PIVOTS DO TO AT HOME 🏡👨‍⚕️😍🙏

🛒https://t.co/7LLjCEocX4

⚽️ @CAROFUTSAL👇
https://t.co/7LLjCEocX4

📺 https://t.co/hL1QgdgqCq

📚https://t.co/uCiVns2VuV

👟DESPORTE FUTSAL SHOES👇
https://t.co/CqAAagdHWP

🎙Podcast👇
https://t.co/8aY1WELU2h

#futsal #futbolsala https://t.co/WkcA8DRt7n",5.76,achievement,💯
668,668,"['breh', 'talkin']","Sydney, New South Wales",3,2022,2,10,0,0.0,@breadface_jpeg breh we talkin Callan??,5.92,achievement,💯
670,670,"['join', 'space']","Coleraine, Victoria",3,2022,2,10,0,0.1111111111111111,Join me in my Space! https://t.co/Dbh9bxp6P2,5.92,achievement,💯
672,672,"['too', 'soon', 'hunting', 'ftr', 'after', '76mm']","Condamine, Queensland",3,2022,2,10,0,0.0,Too soon to go hunting FTR after 76mm? #QldSummer https://t.co/jMoLA6tEle,5.72,achievement,💯
676,676,"['just', 'posted', 'photo', 'abc', 'bikes', 'crossroads']","Sydney, New South Wales",3,2022,2,10,0,0.0,Just posted a photo @ ABC Bikes Crossroads https://t.co/ZSdu6EI7Rv,5.72,achievement,💯
677,677,"['who', 'your', 'president', 'been', 'waiting', 'for', 'that', 'tweet', 'sure', 'not', 'only', 'waiting', 'waiting', 'love', 'namin']","Perth, Western Australia",3,2022,2,10,0,0.1153846153846153,"Hi ma'am, who is your president?  I've been waiting for that tweet, I'm sure not only me.  Waiting...waiting .. love ka namin. https://t.co/QxNgEBdX2m",5.613333333333334,leisure,🏄
678,678,"['would', 'excellent', 'outcome', 'agree', 'the', 'need', 'for', 'these', 'called', 'christians', 'learn', 'some', 'compassion', 'kindness', 'amp', 'empathy', 'know', 'other', 'people', 'like', 'crews', 'oppose', 'this', 'bill']","Central Coast, New South Wales",3,2022,2,10,2,0.2777777777777778,"@richard_jayne @FamiliesMagBris @PRGuy17 It would be an excellent outcome. Agree on the need for these so-called Christians to learn some compassion, kindness &amp; empathy. I know other people like Rev. Bill Crews oppose this bill",5.696000000000001,achievement,💯
683,683,"['peeww', 'cont', 'meli', 'que', 'tienes', 'entrada', 'para', 'primera', 'fila', 'quieres', 'achibolar']","Sydney, New South Wales",3,2022,2,10,1,0.0,"@LABANDADEL86 Ya peeww, ya me contó meli que tienes entrada para primera fila, te quieres achibolar.",5.82,achievement,💯
689,689,"['wow', 'just', 'wow', 'absolutely', 'sublime', 'thanks', 'for', 'sharing']","Canberra, Australian Capital Territory",3,2022,2,10,3,1.1111111111111112,"@FitToPrint Wow just wow, absolutely sublime. Thanks for sharing",5.48,achievement,💯
694,694,['fabulous'],"Melbourne, Victoria",3,2022,2,10,0,1.3333333333333333,@elite_heidi Fabulous.,5.52,achievement,💯
697,697,"['wow', 'douche']","Newman, Western Australia",3,2022,2,10,13,0.2,"@YAV_INC @JesseP4Congress Wow

Douche",5.52,achievement,💯
698,698,"['dear', 'god', 'suit', 'ooh', 'catwalk', 'days', 'are', 'long', 'gone', 'least', 'wear', 'n95', 'masks', 'like', 'the', 'boffins', 'are', 'heavily', 'suggesting']","Brisbane, Queensland",3,2022,2,10,1,0.1724137931034483,"@HeidiSamIAm (dear god, it's me in a suit... ooh, my catwalk days are long gone)

- at least I wear P2/N95 masks like the boffins are heavily suggesting!",5.51111111111111,achievement,💯
699,699,['beautiful'],"Sydney, New South Wales",3,2022,2,10,0,2.0,@rachel4444 Beautiful 💖,5.653333333333333,leisure,🏄
700,700,"['what', 'about', 'the']","Sydney, New South Wales",3,2022,2,10,1,0.0,@forbestonow @JuliaDavisNews What about the Minsetrone Mafia?,5.52,achievement,💯
701,701,"['filibustering', 'one', 'own', 'legislation', 'pretty', 'special', 'nothing', 'else', 'the', 'tactics', 'have', 'brought', 'novel', 'and', 'horrible', 'spectacle']","Sydney, New South Wales",3,2022,2,10,1,0.0,"@mgherman @vanOnselenP Filibustering one's own legislation is pretty special. 

If nothing else, the ALPs tactics have brought on an novel and horrible spectacle.",5.733333333333334,achievement,💯
703,703,"['the', 'far', 'right', 'the', 'which', 'all', 'the', 'lnp', 'must', 'having', 'kittens', 'take', 'note', 'this', 'those', 'heckling', 'labor']","Victoria, Australia",3,2022,2,10,2,0.0,@vanOnselenP The far right in the Senate ( which is all of the LNP? ) must be having kittens. Take note of this those heckling Labor on Twitter.,5.862857142857144,achievement,💯
707,707,"['massive', 'shout', 'out', 'the', 'legend', 'lesterraymengel', 'turning', 'today', 'help', 'celebrate', 'his', 'birthday', 'tonight', 'club', 'starting', '6pm', 'kingpin']","Townsville, Queensland",3,2022,2,10,0,0.1724137931034483,Massive shout out to the legend @lesterraymengel in turning 71 today. Help us celebrate his birthday tonight at club starting 6pm at #kingpintownsville @ Kingpin https://t.co/2vb8WeJNoT,5.525333333333334,affection,💕
708,708,"['quick', 'morning', 'hike', 'bunjil', 'trail', 'birdsland', 'reserve']","Melbourne, Victoria",3,2022,2,10,0,0.0,Quick morning hike #morning #hike #mountain #trees #nature #dandenongranges #summer #australia @ Bunjil Trail - Birdsland Reserve https://t.co/AlNLNxF5Lo,5.82,enjoy_the_moment,🍾️
711,711,"['going', 'paint', 'picture', 'warradonga', 'and', 'sell', 'for', '000', 'thats', 'perfect', 'energy']","Sydney, New South Wales",3,2022,2,10,0,0.3809523809523809,"I am going to paint a picture of my Warradonga and sell it for $50,000 😃
Thats perfect energy 😘",5.552,achievement,💯
714,714,"['there', 'grammy', 'category', 'think', 'its', 'called', 'improvisational', 'jazz', 'that', 'you', 'and', 'could', 'win', 'tried', 'raising', 'this', 'with', 'but', 'keeps', 'ignoring', 'all', 'have', 'the', 'improvisational', 'jazz', 'part', 'amp', 'just', 'needs', 'dance', 'cheers', 'faeeza']","Melbourne, Victoria",3,2022,2,10,0,0.1224489795918367,"@questlove there's a Grammy category, I think its called improvisational jazz that you and @lupefiasco could win. I've tried raising this with @lupefiasco but he keeps ignoring me. All u have to do is do the improvisational jazz part &amp; he just needs to dance to it. Cheers -Faeeza",5.662608695652175,achievement,💯
717,717,"['sounds', 'like', 'fun', 'night', 'the', 'flicks']","Queensland, Australia",3,2022,2,10,0,0.5,Sounds like a fun night at the flicks https://t.co/sxf9EfQy2i,5.760000000000001,achievement,💯
719,719,"['gold', 'coast', 'airport', 'bilinga', 'qld']","Gold Coast, Queensland",3,2022,2,10,0,0.1428571428571428,"I'm at Gold Coast Airport - @gcairport in Bilinga, QLD https://t.co/9AsK7XyEeO",5.919999999999999,achievement,💯
720,720,"['wait', 'mean']","New South Wales, Australia",3,2022,2,10,0,0.2222222222222222,@RudyHavenstein @DieSk8_2dy @NPR ✊... Wait I mean ✊🏿?,5.92,achievement,💯
722,722,"['request', 'granted', 'lifesize', 'like']","Melbourne, Victoria",3,2022,2,10,3,0.4285714285714285,"@bobickmore request granted, lifesize or like A3?",5.82,achievement,💯
723,723,"['coffee', 'time', 'victor', 'harbor', 'south', 'australia']","Victor Harbor - Goolwa, South Australia",3,2022,2,10,0,0.4166666666666667,"Coffee time 😁 @ Victor Harbor, South Australia https://t.co/LeFi94CDvj",5.76,achievement,💯
726,726,"['tattoos', 'leather', 'boots', 'black', 'clothing', 'certain', 'piercings', 'black', 'hair', 'hair', 'colour', 'can', 'vary', 'though']","Melbourne, Victoria",3,2022,2,10,0,0.0625,"@ManleyWendy75 Tattoos, leather boots, black clothing, certain piercings, black hair, hair colour can vary though 🤷🏻‍♂️",5.671111111111112,affection,💕
727,727,"['did', 'you', 'did', 'you', 'forget', 'switch', 'the', 'autopilot', 'off', 'now', 'tell', 'the', 'truth', 'will', 'find', 'out', 'the', 'long', 'run', 'hehehe', 'congratulations', 'that', 'big', 'deal']","Sydney, New South Wales",3,2022,2,10,6,0.064516129032258,"@lukeacl Did you or did you forget to switch the Autopilot OFF? Now tell the truth! We will find out in the long run. Hehehe

Congratulations that is a big deal!",5.5858823529411765,achievement,💯
728,728,"['alex', 'take', 'things', 'mohamed', 'atta', 'never', 'said', 'for', '400']","Townsville, Queensland",3,2022,2,10,0,0.0,"@Mardukian @lukeacl Alex, I’ll take things Mohamed Atta never said for $400… https://t.co/lwJiOvQb8n",5.92,achievement,💯
729,729,"['amazing', 'congratulations']","Castlemaine, Victoria",3,2022,2,10,7,2.0,@lukeacl Amazing! Congratulations!,5.786666666666666,achievement,💯
730,730,"['hang', 'aren', 'coming', 'home', 'their', 'thousands', 'wearing', 'out', 'path', 'between', 'the', 'east', 'and', 'these', 'players', 'will', 'have', 'contact', 'with', 'the', 'general', 'public', 'anything', 'advance', 'women', 'sport', 'good', 'thing', 'just', 'collingwood', 'players']","Perth, Western Australia",3,2022,2,10,3,0.0212765957446808,"@GemmaTognini @G_Parker Hang on, aren't West Aussies coming home by their thousands? Qantas is wearing out a path between the east and WA. These players will have no contact with the general public. Anything to advance women's sport is a good thing. Just no Collingwood players...",5.550000000000001,achievement,💯
734,734,"['very', 'talented', 'friend', 'and', 'scientific', 'artist', 'created', 'some', 'beautiful', 'illustrations', 'for', 'phd', 'thesis', 'highly', 'recommend', 'her', 'should', 'you', 'need', 'accurate', 'drawings', 'your', 'study', 'species', 'you', 'can', 'find', 'her', 'here']","Hobart, Tasmania",3,2022,2,10,0,0.15,My very talented friend and Scientific Artist created some beautiful illustrations for my PhD thesis. I highly recommend her should you need accurate drawings of your study species. You can find her here @Am_Ro_Co https://t.co/lfeZZZeA7x,5.482857142857142,achievement,💯
741,741,"['and', 'the', 'acl', 'spits', 'the', 'dummy', 'looks', 'like', 'has', 'wedged', 'himself']","Melbourne, Victoria",3,2022,2,10,0,0.1176470588235294,And the ACL spits the dummy... looks like #ScottytheFailure has wedged himself!! #auspol https://t.co/xZYn5FCO83,5.552,achievement,💯
743,743,"['bebek', 'shoplam', 'surat']","Sydney, New South Wales",3,2022,2,10,0,0.0,bebek götü shoplamış suratına püh https://t.co/6DFisfxQK0,5.52,achievement,💯
744,744,"['deltasigma', 'collection', 'deltasigma', 'nft', 'ford', 'raptor', '2016', 'nft', '2880x2880']","Melbourne, Victoria",3,2022,2,10,0,0.0,"@davidgokhshtein DELTASIGMA COLLECTION By DeltaSigma, 1/1 NFT 
-
FORD RAPTOR 2016 NFT
-
2880x2880
-
#NFT #art #Ford #NFTs #NFTartist #NFTdrop #raptor #cryptocurrency #nftart
-
https://t.co/GInocnFdcT",5.919999999999999,achievement,💯
745,745,"['just', 'came', 'across', 'this', 'beautiful', 'saying', 'never', 'fall', 'love', 'grow', 'love']","Sydney, New South Wales",3,2022,2,10,0,0.4615384615384615,Just came across this beautiful saying “Never fall in love grow in love”.,5.542857142857144,achievement,💯
747,747,"['essentially', 'this', 'industry', 'are', 'healers', 'aren', 'necessarily', 'certified', 'support', 'workers', 'psychologists', 'massage', 'therapists', 'but', 'this', 'all', 'part', 'what', 'perhaps', 'society', 'doesn', 'see', 'this', 'way', 'but', 'find', 'great', 'gratification', 'approaching', 'companion', 'work', 'like', 'this']","Sydney, New South Wales",3,2022,2,10,0,0.2045454545454545,"Essentially in this industry we are healers. We aren't necessarily certified support workers, psychologists, or massage therapists, but this is all part of what we do. Perhaps society doesn't see it this way, but I find great gratification in approaching companion work like this.",5.5668965517241356,achievement,💯
749,749,"['great', 'hear', 'from', 'your', 'perspective', 'means', 'lot', 'that', 'you', 'see', 'this', 'way', 'believe', 'some', 'companion', 'workers', 'are', 'actually', 'certified', 'massage', 'amp', 'sex', 'therapists', 'even', 'psychologists', 'training', 'cert', 'just', 'bit', 'ethical', 'dilemma', 'with', 'the', 'latter', 'both', 'the', 'same', 'time']","Sydney, New South Wales",3,2022,2,10,22,0.08,"@SquirrelGrip22 Great to hear from your perspective. Means a lot that you see it this way. I believe some companion workers are actually certified massage &amp; sex therapists, even psychologists (training or cert). Just a bit of an ethical dilemma with the latter to be both at the same time.",5.553333333333334,achievement,💯
751,751,['unroll'],"Melbourne, Victoria",3,2022,2,10,0,0.0,@threadbanger unroll @Jarrapin @KamKamCords @MikeCarlton01 @barriecassidy @Vic_Rollison @Women4Aus @ICAN_au @Integritynow2 @ICAN_NSW @ICAN_Vic @AusProgressive @ProgressivesQld @CBRProgressives @VoicesForAU @helenhainesindi @Indigocathy @voices4senate @VaniaHolt9 @adamajacoby https://t.co/yvajM0eM8E,5.52,achievement,💯
757,757,"['common', 'complaint', 'work', 'aged', 'xare', 'within', 'community', 'clients', 'that', 'into', 'rsa', 'for', 'respite', 'often', 'discharged', 'thinner', 'and', 'sicker', 'than', 'when', 'they', 'left', 'care', 'disgraceful']","Canberra, Australian Capital Territory",3,2022,2,10,4,0.0,@stephenjduckett @SParnis A common complaint. I work in aged xare within community. My clients that go into RSA for respite often discharged thinner and sicker than when they left my care. Disgraceful.,5.674666666666667,achievement,💯
758,758,"['two', 'thirds', 'australians', 'aged', 'care', 'are', 'malnourished', 'any', 'can', 'sit', 'comfortably', 'with', 'that', 'then', 'denial', 'the', 'latter', 'stages', 'our', 'lives', 'should', 'time', 'for', 'care', 'comfort', 'amp', 'love', 'for', 'far', 'too', 'many', 'currently', 'time', 'loneliness', 'amp', 'neglect']","Melbourne, Victoria",3,2022,2,10,0,0.1372549019607843,"Two thirds of Australians in aged care are malnourished. 
If any of us can sit comfortably with that, then we're in denial.
The latter stages of our lives should be a time for care, comfort &amp; love.
For far too many, it is currently a time of loneliness &amp; neglect. 
#auspol",5.511578947368422,achievement,💯
766,766,"['vk4mgl', 'scott', 'vk4', '112', 'beerburrum', '260m', '115', 'ssb', 'also', 'vkff', '0200', 'ipnp', 'vk4mgl', 'pnp']","Beerburrum, Beerburrum - North",3,2022,2,10,0,0.0,"00:17 VK4MGL (Scott) on VK4/SE-112 (Mt Beerburrum, 260m, 1 pt) 7.115 SSB: Also vkff-0200 *[iPnP] [VK4MGL] [PnP]",5.653333333333333,achievement,💯
767,767,"['just', 'posted', 'photo', 'hobart', 'tasmania']","Hobart, Tasmania",3,2022,2,10,0,0.0,"Just posted a photo @ Hobart, Tasmania https://t.co/a4RGYEBgmf",5.72,achievement,💯
769,769,['should'],"Melbourne, Victoria",3,2022,2,10,10,0.0,@jlo_dam I should do it,5.52,achievement,💯
770,770,"['arguing', 'with', 'about', 'meter', 'read', 'this', 'week']","Melbourne, Victoria",3,2022,2,10,10,0.0,@jlo_dam I'm arguing with PS about my meter read this week,5.76,achievement,💯
774,774,"['biggest', 'kid', 'this', 'town']","Central Coast, New South Wales",3,2022,2,10,10,0.125,@Captain14403150 @PauloBaptistaJ1 Biggest Kid in this town! 😂,5.919999999999999,achievement,💯
775,775,"['karawatha', 'springwood', 'springwood', 'qld']","Brisbane, Queensland",3,2022,2,10,0,0.0,"https://t.co/g6ROeSlHAX (@ Karawatha St, Springwood in Springwood, QLD w/ @ljgilland @debellogilland @lindajdebello @debello_linda @_gilland @gillandlinda) https://t.co/RulWrokFaF https://t.co/qXiHztntIv",5.92,achievement,💯
777,777,"['won', 'happen', 'because', 'she', 'made']","Gold Coast, Queensland",3,2022,2,10,4,0.0,@NewcastleGardia @TamePunk It won't happen because she made it up.,5.52,achievement,💯
778,778,"['who', 'cares', 'who', 'was', 'that', 'was', 'not', 'the', 'point', 'what', 'she', 'said']","Sydney, New South Wales",3,2022,2,10,6,0.1176470588235294,@NewcastleGardia @TamePunk Who cares who it was??  That was so not the point of what she said.,5.92,achievement,💯
784,784,"['should', 'have', 'looked', 'preferences', 'kester', 'astute', 'when', 'comes', 'these', 'things']","Hobart, Tasmania",3,2022,2,10,0,0.0,I should have looked at preferences! Kester is astute when it comes to these things. #politas #WoodIsGood https://t.co/Q1SuawaGAM,5.653333333333333,achievement,💯
787,787,"['depending', 'which', 'direction', 'you', 'going', 'about', 'hours', 'flying']","Melbourne, Victoria",3,2022,2,10,0,0.0,"@ali_41_ Depending on which direction you’re going, it’s about 18-20 hours of flying",5.54909090909091,achievement,💯
790,790,"['that', 'wasn', 'point', 'was', 'showing', 'was', 'listening']","Melbourne, Victoria",3,2022,2,10,2,0.1538461538461538,"@dangolding Oh.  That wasn't my point.
I was showing I was listening.
😁",5.92,achievement,💯
792,792,"['doing', 'for', 'book', 'club', 'and', 'enjoying', 'having', 'seen', 'the', 'movie', 'though']","Melbourne, Victoria",3,2022,2,10,0,0.1111111111111111,@darren_levin I'm doing it for my book club and I'm enjoying it. Having seen the movie though.,5.6000000000000005,achievement,💯
799,799,"['still', 'can', 'believe', 'that', 'the', 'fwc']","Wollongong, New South Wales",3,2022,2,10,4,0.0,@simonahac I still can't believe that Sophie is on the FWC! 😱😱😱,5.92,achievement,💯
800,800,"['was', 'toady', 'and', 'divisive', 'cow', 'who', 'got', 'her', 'just', 'deserts', 'her', 'unelected', 'husband', 'will', 'out', 'after', 'term', 'you', 'cant', 'fool', 'the', 'mob', 'twice']","Currarong, New South Wales",3,2022,2,10,4,0.0666666666666666,"@simonahac Sophie was a Howard toady and a divisive cow who got her just deserts,her unelected husband will be out after 1 term you cant fool the mob twice !",5.513333333333333,achievement,💯
803,803,"['lolll', 'would', 'never', 'drive', 'one', 'those']","Melbourne, Victoria",3,2022,2,10,10,0.0,@sirbellabop @richokinetic @rare_ai_cube Lolll. I would never drive one of those 😂😂,5.72,achievement,💯
